Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Red Rice,"Dhal Curry, Bitter Gourd Salad, Ash Plantain Curry, Cucumber Sambol, Spicy Crab","Red Rice with Dhal Curry, Bitter Gourd Salad, Ash Plantain Curry, Cucumber Sambol, Spicy Crab","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Bitter gourd,  Coconut,  Onion, Ash plantain,  Chillies, Cucumber,  pepper, Crab,  Oil,  chillies","200.0, 400.0, 125.0, 25.0, 25.0, 200.0, 160.0, 40.0, 150.0, 30.0, 120.0, 10.0, 70.0, 20.0, 10.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLD013, SLI006, SLD005, SLK004, SLD038,  SLK018, SLF045, SLJ002, SLK002"
Red Rice,"Tapioca Chips, Vegetable Balls, Garlic curry, Pumpkin curry, Devilled Beef","Red Rice with Tapioca Chips, Vegetable Balls, Garlic curry, Pumpkin curry, Devilled Beef","Red rice, Tapioca,  Oil,  Salt,  chillies, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Garlic,  Coconut milk,  curry leaves , Pumpkin, curry leaves, Beef","200.0, 250.0, 100.0, 50.0, 250.0, 120.0, 200.0, 40.0, 150.0, 60.0, 30.0, 25.0, 40.0, 20.0, 30.0, 5.0","SLA009, SLB011,  SLJ002,  SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLK011, SLI005, SLK002, SLK009, SLD071, SLH016, SLJ002"
Red Rice,"Elumas Curry, Papaya Curry, Soya Meat Curry, Polos Mallum, Batu Moju","Red Rice with Elumas Curry, Papaya Curry, Soya Meat Curry, Polos Mallum, Batu Moju","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Papaya, Soya meat,  Chillies, Jackfruit,  Coconut,  oil, Eggplant,  garlic","200.0, 250.0, 275.0, 65.0, 10.0, 200.0, 150.0, 30.0, 100.0, 60.0, 10.0, 70.0, 15.0","SLA009, SLH018, SLI005, SLK006, SLK009, SLE038, SLI006, SLK004, SLK008, SLE024, SLJ002, SLD019, SLK011"
Red Rice,"Beef Curry, Cucumber Sambol, Carrot curry, Dhal Vade, Tender Jackfruit Fry","Red Rice with Beef Curry, Cucumber Sambol, Carrot curry, Dhal Vade, Tender Jackfruit Fry","Red rice, Beef,  Coconut milk,  Chillies, Cucumber,  Coconut,  pepper, Carrot,  chillies, curry leaves, Lentils,  chillie,  Oil, Jackfruit","200.0, 300.0, 185.0, 50.0, 240.0, 120.0, 20.0, 150.0, 30.0, 15.0, 100.0, 30.0, 80.0, 90.0","SLA009, SLH016,  SLI005, SLK002, SLD038, SLI005,  SLK018, SLB002, SLK009, SLC009, SLJ002, SLD049"
Red Rice,"Fish Curry, Cabbage Mallung, Capsicum Curry, Vegetable Cutlets, Murukku","Red Rice with Fish Curry, Cabbage Mallung, Capsicum Curry, Vegetable Cutlets, Murukku","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Cabbage,  Coconut, Capsicum,  Chillies, Carrot,  Potatoes, flour","200.0, 250.0, 175.0, 35.0, 10.0, 80.0, 40.0, 150.0, 70.0, 60.0, 80.0, 50.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLD021, SLF045,  SLI005, SLK002, SLB002,  SLB006,  SLK002, SLA08"
Red Rice,"Sweet Corn Curry, Green Banana Curry, Mustard Greens Curry, Vegetable Balls, Kappa Masala","Red Rice with Sweet Corn Curry, Green Banana Curry, Mustard Greens Curry, Vegetable Balls, Kappa Masala","Red rice, Sweet corn,  Coconut milk,  Chillies, Green banana, Mustard greens, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","200.0, 250.0, 300.0, 120.0, 200.0, 150.0, 60.0, 100.0, 20.0, 60.0, 25.0","SLA009, SLD037,  SLI005 , SLK002, SLD065,  SLI005, SLI025,  SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLI014, SLI005"
Red Rice,"Chicken Curry, Elumas Curry, Carrot Curry, Gotu Kola Sambol, Maalu Badun","Red Rice with Chicken Curry, Elumas Curry, Carrot Curry, Gotu Kola Sambol, Maalu Badun","Red rice, Chicken,  Coconut milk,  Spices, Goat, curry leaves, Carrot, Gotu Kola,  Coconut,  Onion, Fish,  Oil","200.0, 200.0, 190.0, 60.0, 200.0, 8.0, 150.0, 20.0, 30.0, 30.0, 90.0, 15.0","SLA009, SLH006, SLI005, SLK006, SLH018, SLK009, SLB002, SLD048, SLD060, SLF035, SLJ002"
Red Rice,"Dhal Curry, Fish Curry, Spinach Curry, Ash Plantain Curry, Coconut Sambol","Red Rice with Dhal Curry, Fish Curry, Spinach Curry, Ash Plantain Curry, Coconut Sambol","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Fish, curry leaves, Spinach, Ash plantain,  Chillies, Coconut,  Chili,  Onion","200.0, 400.0, 300.0, 127.0, 25.0, 200.0, 8.0, 90.0, 100.0, 20.0, 50.0, 15.0, 20.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLF013, SLK009, SLI022,  SLI005, SLD005, SLK004,  SLK002, SLD060"
Red Rice,"Okra Curry, Collard Greens Curry, Dhal Vade, Tender Jackfruit Fry, Jackfruit Mallum","Red Rice with Okra Curry, Collard Greens Curry, Dhal Vade, Tender Jackfruit Fry, Jackfruit Mallum","Red rice, Okra,  Coconut milk,  Chillies, Collard greens, Lentils,  chillie,  Oil, Jackfruit,  Coconut","200.0, 250.0, 225.0, 90.0, 200.0, 150.0, 45.0, 130.0, 240.0, 30.0","SLA009, SLD053,  SLI005, SLK002, SLI024,  SLK002, SLC009, SLJ002, SLD049, SLI005"
Red Rice,"Cuttlefish Curry, Ala Badun, Fish Patties, Kochchi Sambol, Maalu Badun","Red Rice with Cuttlefish Curry, Ala Badun, Fish Patties, Kochchi Sambol, Maalu Badun","Red rice, Cuttlefish,  Coconut milk,  Spices, Potato,  Oil, onion, chilli, Fish,  Flour, Green chili,  Coconut","200.0, 250.0, 125.0, 50.0, 160.0, 145.0, 120.0, 20.0, 210.0, 90.0, 20.0, 60.0","SLA009, SLK007, SLI005, SLK006, SLB006, SLJ002, SLD060, SLF036,  SLF034,  SLJ002, SLK002, SLF035"
Red Rice,"Jackfruit Curry, Bitter Leaf Curry, Fish Patties, Pineapple Pickle, Devilled Beef","Red Rice with Jackfruit Curry, Bitter Leaf Curry, Fish Patties, Pineapple Pickle, Devilled Beef","Red rice, Jackfruit,  Coconut milk, curry leaves, Bitter leaves,  Chillies, Fish,  Flour,  Oil, Pineapple,  pepper,  salt, Beef,  chillies","200.0, 75.0, 150.0, 25.0, 200.0, 40.0, 120.0, 90.0, 120.0, 100.0, 20.0, 10.0, 80.0, 5.0","SLA009, SLD049, SLI005, SLK009, SLD013, SLK002, SLF036,  SLF034,  SLJ002, SLE041,  SLK018, SLH016, SLJ002"
Red Rice,"Papaya Curry, Fish Patties, Mustard Greens Curry, potatoe cheese Balls, Cauliflower Pickle","Red Rice with Papaya Curry, Fish Patties, Mustard Greens Curry, potatoe cheese Balls, Cauliflower Pickle","Red rice, Papaya,  Coconut milk,  Spices, Fish,  Flour,  Oil, Mustard greens,  Chillies, cheese,  Potatoes,  pepper, Cauliflower,  Garlic","200.0, 250.0, 200.0, 50.0, 160.0, 120.0, 170.0, 150.0, 30.0, 60.0, 120.0, 20.0, 100.0, 20.0","SLA009, SLE038, SLI006, SLK004, SLF036,  SLF034,  SLJ002, SLI025,  SLI005,  SLK002, SLG002,  SLB006,  SLK018, SLD031, SLJ002, SLK011"
Red Rice,"Brinjal Moju, Bitter Gourd Salad, Mango Curry, Pineapple Curry, Gotu Kola Sambol","Red Rice with Brinjal Moju, Bitter Gourd Salad, Mango Curry, Pineapple Curry, Gotu Kola Sambol","Red rice, Eggplant,  Vinegar,  Spices, Bitter gourd,  Coconut,  Onion, Mango,  Coconut milk, Pineapple, Gotu Kola","200.0, 150.0, 200.0, 200.0, 200.0, 115.0, 55.0, 150.0, 125.0, 100.0, 10.0","SLA009, SLD019,  SLI017,  SLK006, SLD013, SLI005, SLI006, SLE030, SLK006, SLE041, SLD048, SLD060"
Red Rice,"Parippu, Drumstick Curry, Pineapple Curry, Chickpea Curry, Bitter Leaf Curry","Red Rice with Parippu, Drumstick Curry, Pineapple Curry, Chickpea Curry, Bitter Leaf Curry","Red rice, Dhal,  Coconut milk, Termeric powder, Drumstick,  Spices, Pineapple, Chickpea,  Chillies, Bitter leaves","200.0, 50.0, 280.0, 25.0, 200.0, 50.0, 150.0, 100.0, 30.0, 50.0","SLA009, SLC009, SLI005, SLK019, SLD041, SLK006, SLE041, SLI013, SLK004, SLD013, SLK002"
Red Rice,"Pol Sambol, Carrot Curry, Carrot Sambol, Mint Sambol, Pineapple Pickle","Red Rice with Pol Sambol, Carrot Curry, Carrot Sambol, Mint Sambol, Pineapple Pickle","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Carrot,  Coconut milk,  Spices,  Coconut,  pepper, Mint, Pineapple,  salt","200.0, 250.0, 25.0, 50.0, 15.0, 15.0, 350.0, 80.0, 20.0, 90.0, 35.0, 120.0, 50.0, 5.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLB002, SLK006,  SLI005,  SLK018, SLI020, SLK018, SLE041"
Red Rice,"Spinach Curry, Papaya Curry, Lotus Root Curry, Green Pea Curry, Octopus Curry","Red Rice with Spinach Curry, Papaya Curry, Lotus Root Curry, Green Pea Curry, Octopus Curry","Red rice, Spinach,  Coconut milk,  Spices, Papaya, Lotus root,  Chillies, Green pea, Octopus","200.0, 150.0, 450.0, 190.0, 200.0, 150.0, 60.0, 100.0, 50.0","SLA009, SLI022,  SLI005, SLK006, SLE038, SLI006, SLK004, SLB005, SLK002, SLC007, SLF042"
Red Rice,"Chickpea Curry, Pumpkin Leaves Curry, Fish Patties, Pumpkin curry, Indian Fish Curry","Red Rice with Chickpea Curry, Pumpkin Leaves Curry, Fish Patties, Pumpkin curry, Indian Fish Curry","Red rice, Chickpea,  Coconut milk,  Chillies, Pumpkin leaves, Fish,  Flour,  Oil, Pumpkin,  chillies, curry leaves","200.0, 250.0, 295.0, 90.0, 200.0, 180.0, 90.0, 90.0, 120.0, 30.0, 10.0","SLA009, SLI013, SLI005, SLK004, SLI026,  SLI005, SLK002, SLF036,  SLF034,  SLJ002, SLD071, SLK009, SLF034"
Red Rice,"Snake Gourd Curry, Bottle Gourd Curry, Carrot Sambol, Pineapple Pickle, Beetroot curry","Red Rice with Snake Gourd Curry, Bottle Gourd Curry, Carrot Sambol, Pineapple Pickle, Beetroot curry","Red rice, Snake gourd,  Coconut milk,  Spices, Bottle gourd,  Chillies, Carrot,  Coconut,  pepper, Pineapple,  salt, Beetroot,  chillies, curry leaves","200.0, 250.0, 255.0, 50.0, 200.0, 40.0, 150.0, 30.0, 35.0, 100.0, 10.0, 70.0, 10.0, 10.0","SLA009, SLD077, SLI005, SLK006, SLD015, SLK002, SLB002,  SLI005,  SLK018, SLE041, SLB001, SLK009"
Red Rice,"Elumas Curry, Murukku, Carrot Sambol, Dhal Vade, Batu Moju","Red Rice with Elumas Curry, Murukku, Carrot Sambol, Dhal Vade, Batu Moju","Red rice, Goat,  Coconut milk,  Spices, curry leaves, flour,  Chillies, Carrot,  Coconut,  pepper, Lentils,  chillie,  Oil, Eggplant,  garlic","200.0, 250.0, 100.0, 25.0, 10.0, 200.0, 80.0, 150.0, 30.0, 15.0, 100.0, 30.0, 60.0, 70.0, 15.0","SLA009, SLH018, SLI005, SLK006, SLK009, SLA08,  SLK002, SLB002,  SLI005,  SLK018, SLC009, SLK002, SLJ002, SLD019, SLK011"
Red Rice,"Potato Curry, Ala Badun, Bitter Leaf Curry, Seeni Sambol, Ginger Chicken","Red Rice with Potato Curry, Ala Badun, Bitter Leaf Curry, Seeni Sambol, Ginger Chicken","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder,  Oil, onion, chilli, Bitter leaves,  Chillies, Onion,  Sugar,  chillii, Chicken,  Ginger","200.0, 260.0, 225.0, 50.0, 25.0, 10.0, 40.0, 120.0, 20.0, 150.0, 40.0, 100.0, 10.0, 10.0, 50.0, 25.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLJ002, SLD060, SLD013, SLK002, SLI011, SLH006, SLK012"
Red Rice,"Chicken Curry, Drumstick Curry, Beetroot curry, Cauliflower Pickle, Shrimp Cutlets","Red Rice with Chicken Curry, Drumstick Curry, Beetroot curry, Cauliflower Pickle, Shrimp Cutlets","Red rice, Chicken,  Coconut milk,  Spices, Drumstick, Beetroot,  chillies, curry leaves, Cauliflower,  Oil,  Garlic, Shrimp,  Potatoes,  flour","200.0, 200.0, 220.0, 45.0, 200.0, 210.0, 30.0, 30.0, 200.0, 100.0, 40.0, 30.0, 50.0, 20.0","SLA009, SLH006, SLI005, SLK006, SLD041, SLB001, SLK002, SLK009, SLD031, SLJ002, SLK011, SLI015, SLB006, SLA018"
Red Rice,"Dhal Curry, Cuttlefish Curry, Bottle Gourd Curry, Capsicum Curry, Kiri Hodi","Red Rice with Dhal Curry, Cuttlefish Curry, Bottle Gourd Curry, Capsicum Curry, Kiri Hodi","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Cuttlefish, Bottle gourd,  Chillies, Capsicum, Coconut milk","200.0, 400.0, 275.0, 65.0, 25.0, 200.0, 150.0, 50.0, 100.0, 60.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLK007, SLD015, SLK002, SLF045,  SLI005"
Red Rice,"Pineapple Curry, Ala Badun, Fenugreek Curry, Coriander Sambol, Dhal Vade","Red Rice with Pineapple Curry, Ala Badun, Fenugreek Curry, Coriander Sambol, Dhal Vade","Red rice, Pineapple,  Coconut milk,  Spices, Potato,  Oil, onion, chilli, Fenugreek,  Chillies, Coriander,  Coconut,  pepper, Lentils,  chillie","200.0, 250.0, 200.0, 50.0, 160.0, 70.0, 120.0, 20.0, 150.0, 30.0, 120.0, 60.0, 10.0, 50.0, 15.0","SLA009, SLE041, SLI005, SLK006, SLB006, SLJ002, SLD060, SLK010,  SLI005, SLK002, SLK018, SLC009"
Red Rice,"Devilled Fish, Carrot Curry, Mango Curry, Cashew Curry, Lotus Root Curry","Red Rice with Devilled Fish, Carrot Curry, Mango Curry, Cashew Curry, Lotus Root Curry","Red rice, Fish,  Chili,  Curry leaves, Onion, Carrot,  Coconut milk,  Spices, Mango, Cashew,  Chillies, Lotus root","200.0, 250.0, 25.0, 25.0, 100.0, 200.0, 230.0, 50.0, 150.0, 100.0, 30.0, 50.0","SLA009, SLF006, SLK002, SLK009, SLD060, SLB002, SLI005, SLK006, SLE030, SLI004,  SLI005, SLB005"
Red Rice,"Chicken Curry, Cuttlefish Curry, Pumpkin curry, Kappa Masala, Chickpea Salad","Red Rice with Chicken Curry, Cuttlefish Curry, Pumpkin curry, Kappa Masala, Chickpea Salad","Red rice, Chicken,  Coconut milk,  Spices, Cuttlefish, Pumpkin,  chillies, curry leaves, Cassava,  Coconut, Chickpeas,  Carrot,  Cabbage","200.0, 200.0, 210.0, 65.0, 200.0, 180.0, 30.0, 15.0, 120.0, 50.0, 60.0, 30.0, 30.0","SLA009, SLH006, SLI005, SLK006, SLK007, SLD071, SLK002, SLK009, SLI014, SLI013, SLB002, SLD021"
Red Rice,"Bean Curry, Okra Curry, Prawn Curry, Simmered Fish Roe, Tender Jackfruit Fry","Red Rice with Bean Curry, Okra Curry, Prawn Curry, Simmered Fish Roe, Tender Jackfruit Fry","Red rice, Beans,  Coconut milk,  Spices, Okra,  Chillies, Prawn, Fish,  Oil,  flour,  egg, Jackfruit","200.0, 150.0, 375.0, 150.0, 200.0, 70.0, 150.0, 140.0, 80.0, 40.0, 20.0, 90.0","SLA009, SLD006, SLI005, SLK006, SLD053,  SLI005, SLK002, SLF043, SLF054, SLA018, SLH001, SLD049, SLJ002"
Red Rice,"Chicken Curry, Eggplant Curry, Snake Gourd Curry, Lotus Root Curry, Green Banana Curry","Red Rice with Chicken Curry, Eggplant Curry, Snake Gourd Curry, Lotus Root Curry, Green Banana Curry","Red rice, Chicken,  Coconut milk,  Spices, Eggplant, Snake gourd, Lotus root,  Chillies, Green banana","200.0, 200.0, 240.0, 63.0, 120.0, 150.0, 100.0, 30.0, 50.0","SLA009, SLH006, SLI005, SLK006, SLD019, , SLD077, SLB005,  SLI005, SLK002, SLD065"
Red Rice,"Bitter Gourd Curry, Collard Greens Curry, Tapioca Chips, Carrot Sambol, Mint Sambol","Red Rice with Bitter Gourd Curry, Collard Greens Curry, Tapioca Chips, Carrot Sambol, Mint Sambol","Red rice, Bitter gourd,  Coconut milk,  Spices, Collard greens,  Chillies, Tapioca,  Oil,  Salt,  chillies, Carrot,  Coconut,  pepper, Mint","200.0, 250.0, 225.0, 50.0, 200.0, 40.0, 150.0, 60.0, 30.0, 30.0, 100.0, 50.0, 15.0, 60.0","SLA009, SLD013, SLI005, SLK006, SLI024,  SLI005,  SLK002, SLB011,  SLJ002, SLB002,  SLK018, SLI020, SLK018"
Red Rice,"Bathala Curry, Snake Gourd Curry, Mango Curry, potatoe cheese Balls, Batu Moju","Red Rice with Bathala Curry, Snake Gourd Curry, Mango Curry, potatoe cheese Balls, Batu Moju","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Snake gourd, Mango, cheese,  Potatoes,  pepper, Eggplant,  garlic","200.0, 250.0, 275.0, 95.0, 15.0, 200.0, 150.0, 60.0, 120.0, 20.0, 70.0, 15.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLD077, SLE030, SLG002,  SLB006,  SLK018, SLD019, SLK011"
Red Rice,"Fish Ambul Thiyal, Prawn Curry, Dry Fish Curry, Coconut Sambol, Spicy Crab","Red Rice with Fish Ambul Thiyal, Prawn Curry, Dry Fish Curry, Coconut Sambol, Spicy Crab","Red rice, Fish,  Goraka,  Spices, Prawn,  Coconut milk,  Chillies, Dry fish, Coconut,  Chili,  Onion, Crab,  Oil,  chillies","200.0, 400.0, 50.0, 50.0, 200.0, 175.0, 70.0, 150.0, 100.0, 30.0, 40.0, 70.0, 20.0, 10.0","SLA009, SLF006, SLK005, SLK006, SLF043,  SLI005, SLK002, SLF020,  SLK002, SLI005, SLD060, SLF045, SLJ002"
Red Rice,"Jaffna Crab Curry, Coriander Sambol, Pumpkin curry, Beetroot curry, Simmered Fish Roe","Red Rice with Jaffna Crab Curry, Coriander Sambol, Pumpkin curry, Beetroot curry, Simmered Fish Roe","Red rice, Crab,  Coconut milk,  Chillies, Coriander,  Coconut,  pepper, Pumpkin,  chillies, curry leaves, Beetroot, Fish,  Oil,  flour,  egg","200.0, 250.0, 245.0, 50.0, 240.0, 120.0, 20.0, 180.0, 50.0, 35.0, 140.0, 70.0, 30.0, 20.0, 10.0","SLA009, SLF045,  SLI005, SLK002, SLK006, SLI005, SLK018, SLD071, SLK009, SLB001, SLF054, SLA018, SLH001"
Red Rice,"Bean Curry, Bitter Gourd Salad, Collard Greens Curry, Vegetable Balls, Cauliflower Pickle","Red Rice with Bean Curry, Bitter Gourd Salad, Collard Greens Curry, Vegetable Balls, Cauliflower Pickle","Red rice, Beans,  Coconut milk,  Spices, Bitter gourd,  Coconut,  Onion, Collard greens,  Chillies, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Cauliflower","200.0, 150.0, 275.0, 150.0, 200.0, 100.0, 40.0, 150.0, 30.0, 60.0, 100.0, 20.0, 100.0, 50.0, 20.0","SLA009, SLD006, SLI005, SLK006, SLD013, SLI006, SLI024,  SLI005,  SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLD031, SLJ002, SLK011"
Red Rice,"Bitter Gourd Curry, potatoe cheese Balls, Vegetable Balls, Maalu Badun, Jackfruit Mallum","Red Rice with Bitter Gourd Curry, potatoe cheese Balls, Vegetable Balls, Maalu Badun, Jackfruit Mallum","Red rice, Bitter gourd,  Coconut milk,  Spices, cheese,  Potatoes,  pepper, Carrot,  leeks,  Jackfruit, Fish,  Oil","200.0, 250.0, 125.0, 50.0, 120.0, 420.0, 70.0, 90.0, 150.0, 30.0, 60.0, 30.0","SLA009, SLD013, SLI005, SLK006, SLG002,  SLB006,  SLK018, SLB002,  SLD055,  SLD049, SLF035, SLJ002, SLD049"
Red Rice,"Jackfruit Curry, Drumstick Curry, Bean Curry, Prawn Curry, Pineapple Pickle","Red Rice with Jackfruit Curry, Drumstick Curry, Bean Curry, Prawn Curry, Pineapple Pickle","Red rice, Jackfruit,  Coconut milk, curry leaves, Drumstick,  Spices, Beans, Prawn,  Chillies, Pineapple,  pepper,  salt","200.0, 75.0, 300.0, 25.0, 200.0, 110.0, 90.0, 100.0, 20.0, 50.0, 10.0, 5.0","SLA009, SLD049, SLI005, SLK009, SLD041, SLK006, SLD006, SLF043,  SLI005, SLK002, SLE041,  SLK018"
Red Rice,"Chicken Curry, Bean Curry, potatoe cheese Balls, Kappa Masala, Indian Fish Curry","Red Rice with Chicken Curry, Bean Curry, potatoe cheese Balls, Kappa Masala, Indian Fish Curry","Red rice, Chicken,  Coconut milk,  Spices, Beans, cheese,  Potatoes,  pepper, Cassava,  Coconut, Fish,  chillies","200.0, 200.0, 240.0, 145.0, 120.0, 90.0, 180.0, 30.0, 120.0, 50.0, 60.0, 10.0","SLA009, SLH006, SLI005, SLK006, SLD006, SLG002,  SLB006,  SLK018, SLI014, SLF034, SLK002"
Red Rice,"Dry Fish Curry, Fish Cutlets, potatoe cheese Balls, Pumpkin curry, Shrimp Cutlets","Red Rice with Dry Fish Curry, Fish Cutlets, potatoe cheese Balls, Pumpkin curry, Shrimp Cutlets","Red rice, Dry fish,  Coconut milk,  Chillies, Fish,  Potatoes, cheese,  pepper, Pumpkin,  chillies, curry leaves, Shrimp,  flour","200.0, 250.0, 165.0, 90.0, 120.0, 430.0, 90.0, 30.0, 120.0, 20.0, 10.0, 30.0, 20.0","SLA009, SLF020,  SLI005,  SLK002, SLF034,  SLB006, SLG002,  SLK018, SLD071, SLI005, SLK002, SLK009, SLI015, SLB006, SLA018"
Red Rice,"Fish Patties, Jaffna Crab Curry, Fish Cutlets, Pumpkin curry, Polos Mallum","Red Rice with Fish Patties, Jaffna Crab Curry, Fish Cutlets, Pumpkin curry, Polos Mallum","Red rice, Fish,  Flour,  Oil, Crab,  Coconut milk,  Chillies,  Potatoes, Pumpkin,  chillies, curry leaves, Jackfruit,  Coconut,  oil","200.0, 290.0, 150.0, 150.0, 200.0, 140.0, 70.0, 150.0, 120.0, 20.0, 10.0, 50.0, 30.0, 5.0","SLA009, SLF036,  SLF034,  SLJ002, SLF045,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLD071, SLI005, SLK009, SLE024, SLJ002"
Red Rice,"Devilled Chicken, Bitter Gourd Salad, Lotus Root Curry, Green Pea Curry, Egg Curry","Red Rice with Devilled Chicken, Bitter Gourd Salad, Lotus Root Curry, Green Pea Curry, Egg Curry","Red rice, Chicken,  Chili,  Curry leaves, Onion, Bitter gourd,  Coconut,  Onion, Lotus root,  Coconut milk,  Chillies, Green pea, Egg","200.0, 250.0, 25.0, 50.0, 100.0, 200.0, 100.0, 40.0, 150.0, 150.0, 60.0, 100.0, 50.0","SLA009, SLH006, SLK002, SLK009, SLD060, SLD013, SLI005, SLI006, SLB005,  SLI005, SLC007, SLH001"
Red Rice,"Chicken Curry, Gotu Kola Sambol, Dhal Vade, Kappa Masala, Devilled Beef","Red Rice with Chicken Curry, Gotu Kola Sambol, Dhal Vade, Kappa Masala, Devilled Beef","Red rice, Chicken,  Coconut milk,  Spices, Gotu Kola,  Coconut,  Onion, Lentils,  chillie,  Oil, Cassava, Beef,  chillies","200.0, 200.0, 50.0, 25.0, 40.0, 110.0, 60.0, 150.0, 45.0, 120.0, 120.0, 80.0, 5.0","SLA009, SLH006, SLI005, SLK006, SLD048, SLD060, SLC009, SLK002, SLJ002, SLI014, SLH016"
Red Rice,"Tomato Curry, Prawn Curry, Cauliflower Pickle, Kiri Hodi, Spicy Crab","Red Rice with Tomato Curry, Prawn Curry, Cauliflower Pickle, Kiri Hodi, Spicy Crab","Red rice, Tomato,  Coconut milk,  Chillies, Prawn, Cauliflower,  Oil,  Garlic, Coconut milk, Crab,  chillies","200.0, 250.0, 225.0, 90.0, 200.0, 300.0, 170.0, 60.0, 120.0, 70.0, 10.0","SLA009, SLD082, SLI005, SLK004, SLF043,  SLI005, SLK002, SLD031, SLJ002, SLK011, SLF045"
Red Rice,"Cashew Curry, Lotus Root Curry, Kohila Curry, Fenugreek Curry, Carrot curry","Red Rice with Cashew Curry, Lotus Root Curry, Kohila Curry, Fenugreek Curry, Carrot curry","Red rice, Cashew,  Coconut milk,  Chillies, Lotus root, Kohila, Fenugreek, Carrot,  chillies, curry leaves","200.0, 250.0, 370.0, 140.0, 200.0, 150.0, 100.0, 50.0, 10.0, 5.0","SLA009, SLI004,  SLI005, SLK002, SLB005, SLB004, SLK010, SLB002, SLI005, SLK009"
Red Rice,"Chicken Curry, Green Gram Curry, Tapioca Chips, Mango Chutney, Sinhala Achcharu","Red Rice with Chicken Curry, Green Gram Curry, Tapioca Chips, Mango Chutney, Sinhala Achcharu","Red rice, Chicken,  Coconut milk,  Spices, Green gram, Tapioca,  Oil,  Salt,  chillies, Mango,  Vinegar,  sugar, Carrot,  onion,  green chillies","200.0, 200.0, 150.0, 65.0, 200.0, 150.0, 60.0, 30.0, 30.0, 80.0, 30.0, 20.0, 30.0, 35.0, 15.0","SLA009, SLH006, SLI005, SLK006, SLC006, SLB011,  SLJ002,  SLK002, SLE030, SLI017, SLI011, SLB002, SLD060, SLK002"
Red Rice,"Bathala Curry, Fish Patties, Carrot Sambol, Kiri Hodi, Indian Fish Curry","Red Rice with Bathala Curry, Fish Patties, Carrot Sambol, Kiri Hodi, Indian Fish Curry","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Fish,  Flour,  Oil, Carrot,  Coconut,  pepper, Coconut milk,  chillies","200.0, 250.0, 130.0, 25.0, 15.0, 220.0, 120.0, 120.0, 150.0, 30.0, 15.0, 120.0, 10.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLF036,  SLF034,  SLJ002, SLB002,  SLI005,  SLK018, SLF034, SLK002"
Red Rice,"Malu Mirisata, Bitter Leaf Curry, Capsicum Curry, Ulundu Wade, Sprats Fry","Red Rice with Malu Mirisata, Bitter Leaf Curry, Capsicum Curry, Ulundu Wade, Sprats Fry","Red rice, Fish,  Chili,  curry leaves, Bitter leaves,  Coconut milk,  Chillies, Capsicum, Urad,  flour,  Oil, Dried fish","200.0, 250.0, 50.0, 15.0, 200.0, 175.0, 80.0, 150.0, 60.0, 80.0, 60.0, 40.0","SLA009, SLF013, SLK002, SLK009, SLD013, SLI005, SLF045,  SLI005, SLI020,  SLA08,  SLJ002, SLF019, SLJ002"
Red Rice,"Bitter Gourd Curry, Mustard Greens Curry, Murukku, Pumpkin curry, Beetroot curry","Red Rice with Bitter Gourd Curry, Mustard Greens Curry, Murukku, Pumpkin curry, Beetroot curry","Red rice, Bitter gourd,  Coconut milk,  Spices, Mustard greens,  Chillies, flour, Pumpkin,  chillies, curry leaves, Beetroot","200.0, 250.0, 295.0, 50.0, 200.0, 100.0, 150.0, 120.0, 30.0, 20.0, 70.0","SLA009, SLD013, SLI005, SLK006, SLI025,  SLI005,  SLK002, SLA08, SLD071, SLK002, SLK009, SLB001"
